Irradiances,Clear Sky,Clear Sky,Clear Sky,Total,Clearness,Net,PV,Solar,Sun,Sun,Vector,,vCumulativeRadiationArray,,,
38,0,0,0,0,0.81,0,0,168.7112447457166,-59.16905038172042,168.53851418015165,-0.98065309562747,,0,0,,0.43034656317363434
39,0,0,0,0,0.81,0,0,168.58300726545946,-59.13892098421294,168.09364309409153,-0.9802125104613928,,0,0,,0.42225171683044166
40,0,0,0,0,0.8,0,0,168.45133048755218,-59.10766214315314,167.64946690013952,-0.9797549993633758,,0,0,,0.414406870487249
41,0,0,0,0,0.65,0,0,168.31633094162717,-59.07527753078383,167.20600888851249,-0.9792805710437705,,0,0,,0.4103120241440563
42,0,0,0,0,0.57,0,0,168.1781227120766,-59.04177093630131,166.7632920332317,-0.9787892345350085,,0,0,,0.40821717780086364
43,0,0,0,0,0.5,0,0,168.03681726448661,-59.007146263877075,166.3213389841029,-0.9782809991914287,,0,0,,0.407872331457671
44,0,0,0,0,0.51,0,0,167.89252330472786,-58.97140753063435,165.88017205902747,-0.9777558746890991,,0,0,,0.4072774851144783
45,0,0,0,0,0.46,0,0,167.7453466680344,-58.9345588645825,165.4398132366515,-0.9772138710256335,,0,0,,0.40793263877128566
46,0,0,0,0,0.45,0,0,167.59539023539185,-58.89660450251143,165.00028414935304,-0.9766549985200005,,0,0,,0.408837792428093
47,0,0,0,0,0.46,0,0,167.44275387459382,-58.85754878784836,164.5616060765747,-0.9760792678123267,,0,0,,0.40949294608490033
48,0,0,0,0,0.45,0,0,167.28753440340031,-58.8173961684794,164.12379993850072,-0.9754866898636951,,0,0,,0.41039809974170766
49,0,0,0,0,0.46,0,0,167.1298255723396,-58.77615119453842,163.6868862900823,-0.9748772759559355,,0,0,,0.411053253398515
50,0,0,0,0,0.46,0,0,166.9697180648224,-58.73381851616573,163.25088531541252,-0.9742510376914106,,0,0,,0.41170840705532236
51,0,0,0,0,0.49,0,0,166.80729951238024,-58.690402881238676,162.8158168224507,-0.9736079869927938,,0,0,,0.4116135607121297
52,0,0,0,0,0.49,0,0,166.6426545229951,-58.64590913307717,162.38170023809798,-0.9729481361028438,,0,0,,0.411518714368937
53,0,0,0,0,0.56,0,0,166.4758647206426,-58.600342208125646,161.94855460362194,-0.9722714975841703,,0,0,,0.40967386802574435
54,0,0,0,0,0.37,0,0,166.30700879433186,-58.553707133615,161.51639857043125,-0.9715780843189951,,0,0,,0.41257902168255167
55,0,0,0,0,0.37,0,0,166.13616255508194,-58.5060090252058,161.085250396198,-0.9708679095089076,,0,0,,0.415484175339359
56,0,0,0,0,0.35,0,0,165.96339899942214,-58.45725308461602,160.6551279413261,-0.9701409866746123,,0,0,,0.4188893289961663
57,0,0,0,0,0.34,0,0,165.78878837815557,-58.407444597234935,160.2260486657629,-0.9693973296556722,,0,0,,0.4225444826529737
58,0,0,0,0,0.3,0,0,165.61239826925686,-58.356588929725966,159.79802962615292,-0.968636952610245,,0,0,,0.42719963630978103
59,0,0,0,0,0.27,0,0,165.4342936539051,-58.30469152762056,159.37108747332755,-0.9678598700148133,,0,0,,0.43260478996658835
60,0,0,0,0,0.28,0,0,165.25453699477413,-58.25175791290545,158.9452384501302,-0.9670660966639099,,0,0,,0.4377599436233957
61,0,0,0,0,0.29,0,0,165.0731883158107,-58.197793681605056,158.52049838956995,-0.9662556476698352,,0,0,,0.44266509728020303
62,0,0,0,0,0.27,0,0,164.89030528283143,-58.142804501362185,158.09688271330114,-0.9654285384623694,,0,0,,0.44807025093701036
63,0,0,0,0,0.25,0,0,164.70594328436334,-58.08679610901788,157.67440643042312,-0.9645847847884801,,0,0,,0.4539754045938177
64,0,0,0,0,0.25,0,0,164.52015551223283,-58.02977430819361,157.25308413659445,-0.9637244027120208,,0,0,,0.459880558250625
65,0,0,0,0,0.24,0,0,164.33299304148437,-57.97174496687696,156.83293001345714,-0.962847408613426,,0,0,,0.46603571190743237
66,0,0,0,0,0.24,0,0,164.14450490927578,-57.9127140150136,156.41395782836364,-0.961953819189399,,0,0,,0.4721908655642397
67,0,0,0,0,0.26,0,0,163.95473819245728,-57.85268744210673,155.9961809344015,-0.9610436514525947,,0,0,,0.4778460192210471
68,0,0,0,0,0.26,0,0,163.76373808359284,-57.79167129482608,155.5796122707081,-0.9601169227312947,,0,0,,0.48350117287785443
69,0,0,0,0,0.27,0,0,163.57154796522948,-57.72967167462878,155.16426436306938,-0.9591736506690779,,0,0,,0.48890632653466176
70,0,0,0,0,0.28,0,0,163.37820948226053,-57.666694735393136,154.75014932479513,-0.9582138532244847,,0,0,,0.4940614801914691
71,0,0,0,0,0.27,0,0,163.183762612265,-57.60274668106728,154.33727885786425,-0.9572375486706751,,0,0,,0.49946663384827644
72,0,0,0,0,0.25,0,0,162.98824573373417,-57.537833763334504,153.92566425433097,-0.9562447555950802,,0,0,,0.5053717875050838
73,0,0,0,0,0.87,0,0,162.79169569212632,-57.47196227929667,153.51531639798688,-0.9552354928990492,,0,0,,0.49577694116189114
74,0,0,0,0,0.83,0,0,162.5941478637101,-57.405138569177055,153.10624576626807,-0.954209779797489,,0,0,,0.48718209481869845
75,0,0,0,0,0.83,0,0,162.39563621717886,-57.33736901404462,152.6984624324024,-0.9531676358184988,,0,0,,0.47858724847550577
76,0,0,0,0,0.83,0,0,162.1961933730337,-57.26866003356029,152.29197606778575,-0.9521090808029973,,0,0,,0.4699924021323131
77,0,0,0,0,0.83,0,0,161.99585066074863,-57.19901808374735,151.8867959445825,-0.9510341349043463,,0,0,,0.4613975557891204
78,0,0,0,0,0.8,0,0,161.79463817374017,-57.12844965478658,151.48293093853897,-0.9499428185879663,,0,0,,0.45355270944592774
79,0,0,0,0,0.81,0,0,161.59258482217604,-57.05696126883792,151.08038953200347,-0.9488351526309466,,0,0,,0.44545786310273505
80,0,0,0,0,0.82,0,0,161.3897183836645,-56.9845594778891,150.67917981714396,-0.9477111581216509,,0,0,,0.4371130167595424
81,0,0,0,0,0.82,0,0,161.18606555187154,-56.91125086163299,150.27930949935484,-0.9465708564593138,,0,0,,0.42876817041634974
82,0,0,0,0,0.91,0,0,160.98165198311966,-56.837042025374174,149.8807859008449,-0.9454142693536357,,0,0,,0.41817332407315705
83,0,0,0,0,0.92,0,0,160.776502341024,-56.761939597965984,149.48361596439798,-0.9442414188243677,,0,0,,0.4073284777299644
84,0,0,0,0,0.86,0,0,160.57064033922694,-56.685950229778726,149.08780625729747,-0.9430523272008933,,0,0,,0.39798363138677173
85,0,0,0,0,0.69,0,0,160.36408878229085,-56.60908059069984,148.69336297540735,-0.941847017121803,,0,0,,0.39288878504357905
86,0,0,0,0,0.68,0,0,160.1568696048139,-56.53133736816707,148.30029194740055,-0.9406255115344634,,0,0,,0.3880439387003864
87,0,0,0,0,0.52,0,0,159.94900390883052,-56.452727265234984,147.90859863912712,-0.9393878336945797,,0,0,,0.38719909235719374
88,0,0,0,0,0.45,0,0,159.7405119995628,-56.37325699867564,147.51828815811385,-0.9381340071657546,,0,0,,0.38810424601400106
89,0,0,0,0,0.44,0,0,159.53141341958272,-56.292933297114104,147.12936525818682,-0.9368640558190369,,0,0,,0.3892593996708084
90,0,0,0,0,0.44,0,0,159.32172698145192,-56.21176289919895,146.74183434421047,-0.9355780038324706,,0,0,,0.39041455332761577
91,0,0,0,0,0.39,0,0,159.11147079889722,-56.129752551808785,146.35569947693315,-0.9342758756906311,,0,0,,0.3928197069844231
92,0,0,0,0,0.35,0,0,158.9006623165851,-56.04690900829469,145.97096437793357,-0.9329576961841615,,0,0,,0.3962248606412304
93,0,0,0,0,0.36,0,0,158.68931833855314,-55.96323902675918,145.58763243465904,-0.9316234904092993,,0,0,,0.39938001429803777
94,0,0,0,0,0.36,0,0,158.4774550553557,-55.878749368372034,145.20570670554935,-0.9302732837673994,,0,0,,0.4025351679548451
95,0,0,0,0,0.36,0,0,158.26508806998132,-55.793446795723185,144.82518992523745,-0.9289071019644503,,0,0,,0.40569032161165247
96,0,0,0,0,0.27,0,0,158.05223242259405,-55.707338071212774,144.4460845098214,-0.9275249710105836,,0,0,,0.4110954752684598
97,0,0,0,0,0.26,0,0,157.83890261415348,-55.62042995547879,144.06839256219956,-0.9261269172195804,,0,0,,0.41675062892526715
98,0,0,0,0,0.24,0,0,157.62511262896192,-55.53272920586223,143.69211587746258,-0.9247129672083703,,0,0,,0.4229057825820745
99,0,0,0,0,0.25,0,0,157.4108759561884,-55.444242574909794,143.31725594833523,-0.9232831478965229,,0,0,,0.42881093623888183
100,0,0,0,0,0.24,0,0,157.19620561041683,-55.354976808914465,142.943813970662,-0.9218374865057367,,0,0,,0.4349660898956892
101,0,0,0,0,0.22,0,0,156.98111415126272,-55.26493864649351,142.57179084893022,-0.9203760105593211,,0,0,,0.44162124355249655
102,0,0,0,0,0.22,0,0,156.76561370210123,-55.174134817204305,142.20118720182344,-0.9188987478816707,,0,0,,0.4482763972093039
103,0,0,0,0,0.2,0,0,156.5497159679491,-55.08257204019768,141.83200336780138,-0.9174057265977384,,0,0,,0.45543155086611126
104,0,0,0,0,0.19,0,0,156.33343225253907,-54.990257022908416,141.46423941069767,-0.9158969751324968,,0,0,,0.4628367045229186
105,0,0,0,0,0.21,0,0,156.1167734746249,-54.8971964597835,141.09789512533283,-0.914372522210399,,0,0,,0.4697418581797259
106,0,0,0,0,0.21,0,0,155.89975018355375,-54.80339703104692,140.73297004313486,-0.9128323968548312,,0,0,,0.47664701183653324
107,0,0,0,0,0.2,0,0,155.68237257413983,-54.7088654015018,140.36946343776353,-0.9112766283875603,,0,0,,0.4838021654933406
108,0,0,0,0,0.2,0,0,155.4646505008725,-54.61360821936872,140.00737433073255,-0.9097052464281752,,0,0,,0.49095731915014795
109,0,0,0,0,0.2,0,0,155.24659349149044,-54.517632115160694,139.6467014970255,-0.9081182808935231,,0,0,,0.4981124728069553
110,0,0,0,0,0.21,0,0,155.02821075995223,-54.42094370059406,139.2874434707004,-0.9065157619971406,,0,0,,0.5050176264637627
111,0,0,0,0,0.24,0,0,154.80951121883092,-54.32354956753504,138.92959855047852,-0.9048977202486774,,0,0,,0.51117278012057
112,0,0,0,0,0.24,0,0,154.5905034911612,-54.22545628698163,138.57316480531352,-0.9032641864533159,,0,0,,0.5173279337773773
113,0,0,0,0,0.26,0,0,154.37119592176418,-54.12667040808064,138.2181400799364,-0.9016151917111848,,0,0,,0.5229830874341846
114,0,0,0,0,0.25,0,0,154.15159658807488,-54.02719845717911,137.86452200037272,-0.8999507674167672,,0,0,,0.528888241090992
115,0,0,0,0,0.25,0,0,153.93171331049587,-53.92704693690998,137.51230797942816,-0.8982709452583026,,0,0,,0.5347933947477993
116,0,0,0,0,0.24,0,0,153.71155366229928,-53.826222325311505,137.16149522213894,-0.8965757572171833,,0,0,,0.5409485484046066
117,0,0,0,0,0.23,0,0,153.4911249790993,-53.72473107497988,136.81208073118393,-0.8948652355673457,,0,0,,0.547353702061414
118,0,0,0,0,0.22,0,0,153.27043436791433,-53.622579612254846,136.46406131225535,-0.893139412874657,,0,0,,0.5540088557182213
119,0,0,0,0,0.24,0,0,153.04948871583858,-53.51977433643734,136.11743357938403,-0.8913983219962931,,0,0,,0.5601640093750286
120,0,0,0,0,0.25,0,0,152.8282946983419,-53.416321619039316,135.7721939602184,-0.8896419960801148,,0,0,,0.566069163031836
121,0,0,0,0,0.25,0,0,152.60685878721432,-53.3122278030646,135.42833870125213,-0.8878704685640354,,0,0,,0.5719743166886433
122,0,0,0,0,0.25,0,0,152.38518725817306,-53.20749920232088,135.08586387300056,-0.8860837731753859,,0,0,,0.5778794703454506
123,0,0,0,0,0.27,0,0,152.16328619814644,-53.10214210076165,134.74476537512066,-0.8842819439302708,,0,0,,0.583284624002258
124,0,0,0,0,0.27,0,0,151.94116151225083,-52.99616275185815,134.40503894147486,-0.8824650151329212,,0,0,,0.5886897776590654
125,0,0,0,0,0.24,0,0,151.71881893047478,-52.88956737800049,134.06668014513565,-0.8806330213750431,,0,0,,0.5948449313158727
126,0,0,0,0,0.23,0,0,151.49626401408264,-52.78236216992733,133.72968440332838,-0.8787859975351564,,0,0,,0.6012500849726801
127,0,0,0,0,0.23,0,0,151.2735021617526,-52.674553286183816,133.39404698231203,-0.8769239787779327,,0,0,,0.6076552386294874
128,0,0,0,0,0.24,0,0,151.05053861545963,-52.566146852606984,133.05976300219504,-0.8750470005535249,,0,0,,0.6138103922862947
129,0,0,0,0,0.25,0,0,150.82737846611602,-52.45714896183816,132.72682744168566,-0.8731550985968933,,0,0,,0.6197155459431021
130,0,0,0,0,0.23,0,0,150.60402665898,-52.347565672861926,132.39523514277417,-0.8712483089271236,,0,0,,0.6261206995999095
131,0,0,0,0,0.23,0,0,150.38048799884373,-52.23740301057069,132.0649808153479,-0.869326667846743,,0,0,,0.6325258532567168
132,0,0,0,0,0.23,0,0,150.15676715500965,-52.12666696535475,131.73605904173527,-0.8673902119410264,,0,0,,0.6389310069135242
133,0,0,0,0,0.23,0,0,149.93286866606613,-52.015363492717164,131.40846428118087,-0.8654389780773045,,0,0,,0.6453361605703316
134,0,0,0,0,0.23,0,0,149.70879694446955,-51.903498512912414,131.08219087424723,-0.8634730034042565,,0,0,,0.651741314227139
135,0,0,0,0,0.22,0,0,149.48455628094402,-51.79107791060915,130.7572330471462,-0.861492325351207,,0,0,,0.6583964678839463
136,0,0,0,0,0.22,0,0,149.260150848704,-51.67810753457545,130.43358491599608,-0.8594969816274096,,0,0,,0.6650516215407537
137,0,0,0,0,0.22,0,0,149.0355847075107,-51.56459319738705,130.1112404910068,-0.8574870102213343,,0,0,,0.6717067751975611
138,0,0,0,0,0.22,0,0,148.81086180756705,-51.45054067515696,129.7901936805898,-0.8554624493999388,,0,0,,0.6783619288543684
139,0,0,0,0,0.26,0,0,148.58598599325987,-51.335955707286914,129.47043829539462,-0.8534233377079421,,0,0,,0.6840170825111758
140,0,0,0,0,0.25,0,0,148.3609610067559,-51.22084399623917,129.15196805227126,-0.8513697139670923,,0,0,,0.6899222361679831
141,0,0,0,0,0.25,0,0,148.13579049145724,-51.10521120732886,128.83477657815718,-0.8493016172754249,,0,0,,0.6958273898247904
142,0,0,0,0,0.2,0,0,147.91047799532336,-50.98906296853584,128.51885741389006,-0.8472190870065198,,0,0,,0.7029825434815977
143,0,0,0,0,0.2,0,0,147.6850269740647,-50.87240487033587,128.20420401794576,-0.8451221628087512,,0,0,,0.710137697138405
144,0,0,0,0,0.2,0,0,147.45944079421395,-50.75524246555007,127.89080977010173,-0.8430108846045336,,0,0,,0.7172928507952123
145,0,0,0,0,0.19,0,0,147.23372273607993,-50.637581269212944,127.57866797502551,-0.8408852925895604,,0,0,,0.7246980044520197
146,0,0,0,0,0.2,0,0,147.00787599658966,-50.519426758457534,127.26777186578934,-0.8387454272320399,,0,0,,0.731853158108827
147,0,0,0,0,0.19,0,0,146.7819036920223,-50.40078437241775,126.95811460731021,-0.8365913292719234,,0,0,,0.7392583117656344
148,0,0,0,0,0.19,0,0,146.55580886064112,-50.28165951214747,126.64968929971667,-0.8344230397201317,,0,0,,0.7466634654224418
149,0,0,0,0,0.19,0,0,146.32959446522634,-50.16205754055522,126.34248898164165,-0.8322405998577715,,0,0,,0.7540686190792492
150,0,0,0,0,0.18,0,0,146.1032633955142,-50.04198378235479,126.03650663344304,-0.8300440512353526,,0,0,,0.7617237727360565
151,0,0,0,0,0.17,0,0,145.8768184705452,-49.921443524030565,125.73173518035082,-0.8278334356719939,,0,0,,0.7696289263928638
152,0,0,0,0,0.16,0,0,145.6502624409264,-49.80044201381782,125.42816749554343,-0.8256087952546298,,0,0,,0.7777840800496711
153,0,0,0,0,0.16,0,0,145.42359799101015,-49.67898446169659,125.12579640315164,-0.823370172337207,,0,0,,0.7859392337064784
154,0,0,0,0,0.16,0,0,145.1968277409938,-49.5570760393996,124.82461468119216,-0.8211176095398787,,0,0,,0.7940943873632857
155,0,0,0,0,0.15,0,0,144.96995424894303,-49.43472188043315,124.5246150644313,-0.8188511497481932,,0,0,,0.8024995410200931
156,0,0,0,0,0.14,0,0,144.74298001274232,-49.311927080110735,124.2257902471791,-0.8165708361122788,,0,0,,0.8111546946769005
157,0,0,0,0,0.15,0,0,144.515907471975,-49.18869669559896,123.92813288601431,-0.8142767120460194,,0,0,,0.8195598483337079
158,0,0,0,0,0.13,0,0,144.2887390097364,-49.06503574597524,123.63163560244217,-0.8119688212262309,,0,0,,0.8284650019905152
159,0,0,0,0,0.13,0,0,144.0614769543824,-48.940949212297056,123.33629098548428,-0.8096472075918272,,0,0,,0.8373701556473225
160,0,0,0,0,0.11,0,0,143.83412358121635,-48.81644203768207,123.04209159420289,-0.8073119153429855,,0,0,,0.8467753093041299
161,0,0,0,0,0.12,0,0,143.6066811141162,-48.691519127398806,122.74902996015916,-0.8049629889403044,,0,0,,0.8559304629609372
162,0,0,0,0,0.11,0,0,143.379151727105,-48.5661853489676,122.45709858980673,-0.8026004731039561,,0,0,,0.8653356166177446
163,0,0,0,0,0.11,0,0,143.1515375458667,-48.440445532271546,122.16628996682192,-0.8002244128128372,,0,0,,0.874740770274552
164,0,0,0,0,0.11,0,0,142.92384064920896,-48.31430446967627,121.87659655437054,-0.7978348533037095,,0,0,,0.8841459239313594
165,0,0,0,0,0.12,0,0,142.69606307047638,-48.18776691615951,121.58801079731356,-0.7954318400703432,,0,0,,0.8933010775881667
166,0,0,0,0,0.12,0,0,142.46820679891417,-48.06083758944865,121.30052512435043,-0.7930154188626451,,0,0,,0.902456231244974
167,0,0,0,0,0.14,0,0,142.24027378098637,-47.93352117016719,121.01413195010363,-0.7905856356857925,,0,0,,0.9111113849017813
168,0,0,0,0,0.13,0,0,142.01226592164824,-47.80582230198878,120.72882367714331,-0.7881425367993545,,0,0,,0.9200165385585887
169,0,0,0,0,0.14,0,0,141.78418508557675,-47.677745591799024,120.4445926979538,-0.7856861687164122,,0,0,,0.928671692215396
170,0,0,0,0,0.14,0,0,141.55603309835885,-47.54929560986454,120.16143139684323,-0.7832165782026729,,0,0,,0.9373268458722034
171,0,0,0,0,0.15,0,0,141.32781174764037,-47.42047689000911,119.87933215179646,-0.7807338122755803,,0,0,,0.9457319995290108
172,0,0,0,0,0.15,0,0,141.09952278423685,-47.29129392979648,119.59828733627313,-0.7782379182034188,,0,0,,0.9541371531858182
173,0,0,0,0,0.15,0,0,140.87116792320728,-47.16175119071921,119.31828932095112,-0.7757289435044141,,0,0,,0.9625423068426255
174,0,0,0,0,0.16,0,0,140.64274884489268,-47.03185309839405,119.03933047541678,-0.7732069359458276,,0,0,,0.9706974604994328
175,0,0,0,0,0.16,0,0,140.41426719592073,-46.90160404276272,118.76140316980292,-0.7706719435430476,,0,0,,0.9788526141562401
176,0,0,0,0,0.16,0,0,140.18572459017759,-46.771008378298376,118.48449977637544,-0.768124014558676,,0,0,,0.9870077678130474
177,0,0,0,0,0.15,0,0,139.95712260974796,-46.6400704242171,118.20861267106926,-0.7655631975016065,,0,0,,0.9954129214698548
178,0,0,0,0,0.16,0,0,139.7284628058256,-46.5087944646945,117.93373423497579,-0.7629895411261065,,0,0,,1.0035680751266622
179,0,0,0,0,0.16,0,0,139.4997466995934,-46.37718474908683,117.65985685578053,-0.7604030944308819,,0,0,,1.0117232287834697
180,0,0,0,0,0.16,0,0,139.27097578307686,-46.24524549215674,117.38697292915487,-0.7578039066581505,,0,0,,1.019878382440277
181,0,0,0,0,0.16,0,0,139.04215151996914,-46.11298087430286,117.11507486010012,-0.7551920272927001,,0,0,,1.0280335360970845
182,0,0,0,0,0.16,0,0,138.81327534643088,-45.980395041793685,116.84415506424693,-0.752567506060949,,0,0,,1.036188689753892
183,0,0,0,0,0.15,0,0,138.5843486718647,-45.84749210700496,116.5742059691097,-0.7499303929299991,,0,0,,1.0445938434106992
184,0,0,0,0,0.15,0,0,138.35537287966508,-45.714276148660524,116.30522001529741,-0.7472807381066825,,0,0,,1.0529989970675064
185,0,0,0,0,0.17,0,0,138.12634932794572,-45.580751212076535,116.0371896576822,-0.7446185920366074,,0,0,,1.0609041507243138
186,0,0,0,0,0.18,0,0,137.89727935024365,-45.446921309408644,115.77010736652589,-0.7419440054031977,,0,0,,1.068559304381121
187,0,0,0,0,0.19,0,0,137.66816425620226,-45.31279041990206,115.50396562856594,-0.739257029126728,,0,0,,1.0759644580379284
188,0,0,0,0,0.19,0,0,137.43900533223294,-45.17836249014424,115.23875694806131,-0.7365577143633533,,0,0,,1.0833696116947358
189,0,0,0,0,0.21,0,0,137.20980384215682,-45.043641434320044,114.97447384779956,-0.733846112504135,,0,0,,1.0902747653515432
190,0,0,0,0,0.23,0,0,136.9805610278273,-44.908631134469076,114.71110887006613,-0.7311222751740645,,0,0,,1.0966799190083505
191,0,0,0,0,0.23,0,0,136.75127810973336,-44.77333544074536,114.4486545775759,-0.7283862542310783,,0,0,,1.1030850726651578
192,0,0,0,0,0.27,0,0,136.52195628758523,-44.637758171678506,114.18710355436896,-0.7256381017650709,,0,0,,1.1084902263219651
193,0,0,0,0,0.26,0,0,136.29259674088217,-44.50190311443707,113.92644840667084,-0.7228778700969044,,0,0,,1.1141453799787724
194,0,0,0,0,0.25,0,0,136.06320062946395,-44.36577402509311,113.66668176371786,-0.7201056117774095,,0,0,,1.1200505336355797
195,0,0,0,0,0.25,0,0,135.83376909404578,-44.22937462888857,113.40779627854965,-0.7173213795863908,,0,0,,1.125955687292387
196,0,0,0,0,0.25,0,0,135.60430325673724,-44.09270862050243,113.14978462876745,-0.7145252265316139,,0,0,,1.1318608409491944
197,0,0,0,0,0.23,0,0,135.3748042215469,-43.95577966431947,112.89263951726173,-0.7117172058478034,,0,0,,1.1382659946060016
198,0,0,0,0,0.27,0,0,135.14527307487143,-43.8185913946997,112.63635367290748,-0.7088973709956246,,0,0,,1.143671148262809
199,0,0,0,0,0.27,0,0,134.91571088597138,-43.68114741624879,112.38091985122998,-0.7060657756606695,,0,0,,1.1490763019196164
200,0,0,0,0,0.26,0,0,134.6861187074325,-43.543451304089146,112.12633083503978,-0.7032224737524307,,0,0,,1.1547314555764236
201,0,0,0,0,0.3,0,0,134.45649757561475,-43.40550660413162,111.87257943503995,-0.7003675194032786,,0,0,,1.159386609233231
202,0,0,0,0,0.29,0,0,134.22684851108787,-43.26731683334762,111.61965849040436,-0.6975009669674281,,0,0,,1.1642917628900384
203,0,0,0,0,0.28,0,0,133.99717251905517,-43.12888548004172,111.3675608693289,-0.6946228710199062,,0,0,,1.1694469165468457
